id,label
1,0.4254758358001709
2,0.4391527771949768
3,0.2517087757587433
4,0.9728426337242126
5,0.4154781997203827
6,0.4931129813194275
7,0.43547919392585754
8,0.3726600706577301
9,0.4023181200027466
10,0.24666497111320496
11,0.3386933207511902
12,0.6458277702331543
13,0.3640925884246826
14,0.331161230802536
15,0.5645152926445007
16,0.25625696778297424
17,0.5651147365570068
18,0.6406121253967285
19,0.46039602160453796
20,0.2796021103858948
21,0.34079837799072266
22,0.32068267464637756
23,0.385786235332489
24,0.36216026544570923
25,0.43709251284599304
26,0.4972214996814728
27,0.3822554349899292
28,0.35161781311035156
29,0.6366701126098633
30,0.44780072569847107
31,0.4384031891822815
32,0.48296788334846497
33,0.8371213674545288
34,0.22760123014450073
35,0.3659173846244812
36,0.26392892003059387
37,0.4449673593044281
38,0.35551878809928894
39,0.5640284419059753
40,0.38451626896858215
41,0.36224719882011414
42,0.8559457063674927
43,0.5138710737228394
44,0.3378273844718933
45,0.4127770960330963
46,0.3532797694206238
47,0.2975805699825287
48,0.56119304895401
49,0.36434581875801086
50,0.33352309465408325
51,0.5203694701194763
52,0.28474998474121094
53,0.4410057067871094
54,0.44251418113708496
55,0.2653880715370178
56,0.5647900104522705
57,0.666431725025177
58,0.5159217715263367
59,0.5026350617408752
60,0.6296098828315735
61,0.3191016614437103
62,0.3598576784133911
63,0.4256852865219116
64,0.6627954244613647
65,0.8981478214263916
66,0.3488423526287079
67,0.5242360830307007
68,0.43404608964920044
69,0.6228152513504028
70,0.40453779697418213
71,0.4870400130748749
72,0.513301432132721
73,0.6320004463195801
74,0.9200693368911743
75,0.4252198338508606
76,0.3639272451400757
77,0.6328809261322021
78,0.5201976299285889
79,0.43615853786468506
80,0.5789114236831665
81,0.4243304431438446
82,0.34313520789146423
83,0.5245363116264343
84,0.22155696153640747
85,0.7319049835205078
86,0.5400782823562622
87,0.37528201937675476
88,0.32435184717178345
89,0.4293970465660095
90,0.3565676808357239
91,0.587470531463623
92,0.7887970805168152
93,0.3692187964916229
94,0.8025932312011719
95,0.836990475654602
96,0.39730221033096313
97,0.35544461011886597
98,0.4752921164035797
99,0.35475051403045654
100,0.3412923812866211
101,0.4320816993713379
102,0.36847323179244995
103,0.34898364543914795
104,0.3178287446498871
105,0.2903103828430176
106,0.452612042427063
107,0.3563095033168793
108,0.41132524609565735
109,0.6526219248771667
110,0.7871053814888
111,0.46508562564849854
112,0.37032926082611084
113,0.637641429901123
114,0.3075931966304779
115,0.7386490106582642
116,0.23700116574764252
117,0.23708677291870117
118,0.6269189119338989
119,0.447822242975235
120,0.4768444895744324
121,0.46367862820625305
122,0.3666779696941376
123,0.30791619420051575
124,0.21353906393051147
125,0.5086814165115356
126,0.3804028630256653
127,0.42463070154190063
128,0.3493623435497284
129,0.44250380992889404
130,0.37090635299682617
131,0.914101779460907
132,0.30868229269981384
133,0.41524696350097656
134,0.3850252330303192
135,0.5445209741592407
136,0.45672571659088135
137,0.4739016890525818
138,0.350406289100647
139,0.48609498143196106
140,0.43756020069122314
141,0.3695743978023529
142,0.29710739850997925
143,0.6755009889602661
144,0.4648829698562622
145,0.5559881925582886
146,0.8486876487731934
147,0.42045313119888306
148,0.4329831898212433
149,0.3315625786781311
150,0.29284849762916565
151,0.3353714942932129
152,0.45591291785240173
153,0.7306326031684875
154,0.36019599437713623
155,0.500098705291748
156,0.4568592607975006
157,0.6002978682518005
158,0.5535090565681458
159,0.42680051922798157
160,0.36227959394454956
161,0.5382124781608582
162,0.3802242577075958
163,0.32395869493484497
164,0.437775582075119
165,0.3088933527469635
166,0.5221670866012573
167,0.3509235084056854
168,0.28616681694984436
169,0.3735625743865967
170,0.3790513575077057
171,0.42863351106643677
172,0.36879783868789673
173,0.3297516107559204
174,0.30959436297416687
175,0.6067686676979065
176,0.8668480515480042
177,0.4579404294490814
178,0.6439712047576904
179,0.38049033284187317
180,0.545687198638916
181,0.8007929921150208
182,0.4269377887248993
183,0.49863436818122864
184,0.3503325581550598
185,0.3677079379558563
186,0.2804218828678131
187,0.350563108921051
188,0.2448853701353073
189,0.2660404145717621
190,0.6790169477462769
191,0.31094861030578613
192,0.34963274002075195
193,0.26193100214004517
194,0.3281901180744171
195,0.787948727607727
196,0.3915422558784485
197,0.2793468236923218
198,0.2110556662082672
199,0.6011557579040527
200,0.2692047357559204
201,0.4457247853279114
202,0.4443037211894989
203,0.4357084631919861
204,0.4057725965976715
205,0.28332069516181946
206,0.5559636950492859
207,0.28172311186790466
208,0.42270246148109436
209,0.3952602446079254
210,0.48575302958488464
211,0.31396186351776123
212,0.6954993009567261
213,0.4595075845718384
214,0.3941325843334198
215,0.5097028017044067
216,0.3612455725669861
217,0.3795005977153778
218,0.4939621388912201
219,0.36017870903015137
220,0.4711752235889435
221,0.25142258405685425
222,0.7941681742668152
223,0.5991103053092957
224,0.34193989634513855
225,0.28684112429618835
226,0.3432401120662689
227,0.40993624925613403
228,0.45743101835250854
229,0.5838597416877747
230,0.3989180326461792
231,0.5776728987693787
232,0.27535295486450195
233,0.3484640419483185
234,0.2997500002384186
235,0.5906273126602173
236,0.5550342798233032
237,0.2942877411842346
238,0.3962537348270416
239,0.49171918630599976
240,0.3826504945755005
241,0.3371660113334656
242,0.3913070559501648
243,0.26724642515182495
244,0.6631035208702087
245,0.39902231097221375
246,0.28220924735069275
247,0.6225855350494385
248,0.3860035836696625
249,0.20571109652519226
250,0.6547380685806274
251,0.6360329389572144
252,0.5140059590339661
253,0.7004537582397461
254,0.3939463794231415
255,0.36802032589912415
256,0.24431303143501282
257,0.5469936728477478
258,0.27669453620910645
259,0.39539268612861633
260,0.29155275225639343
261,0.4761844873428345
262,0.4940511882305145
263,0.3793650269508362
264,0.2528001368045807
265,0.554581344127655
266,0.40073177218437195
267,0.34193989634513855
268,0.47121238708496094
269,0.4247300922870636
270,0.4945748448371887
271,0.7140260934829712
272,0.3709288537502289
273,0.6979042291641235
274,0.2861790359020233
275,0.8223833441734314
276,0.7765226364135742
277,0.5569043755531311
278,0.3432277739048004
279,0.44083988666534424
280,0.6291621923446655
281,0.4315735697746277
282,0.5637789368629456
283,0.3691447675228119
284,0.530327320098877
285,0.331165075302124
286,0.3597520589828491
287,0.46074920892715454
288,0.5047083497047424
289,0.45359429717063904
290,0.31175696849823
291,0.4190613031387329
292,0.2648387551307678
293,0.32685181498527527
294,0.44574907422065735
295,0.5835821628570557
296,0.4797184467315674
297,0.9072186350822449
298,0.4593847692012787
299,0.36979547142982483
300,0.5476536750793457
301,0.5036064386367798
302,0.3527868390083313
303,0.5299626588821411
304,0.22380982339382172
305,0.3840649724006653
306,0.7068392634391785
307,0.5809369087219238
308,0.35151463747024536
309,0.322730153799057
310,0.4238697588443756
311,0.3934544324874878
312,0.261909157037735
313,0.33436983823776245
314,0.3778306841850281
315,0.7434378266334534
316,0.49750643968582153
317,0.26153483986854553
318,0.6821461915969849
319,0.6698851585388184
320,0.3867431879043579
321,0.6391005516052246
322,0.503960132598877
323,0.37547117471694946
324,0.3187218904495239
325,0.39014875888824463
326,0.5188084840774536
327,0.3836294412612915
328,0.6497330665588379
329,0.23399905860424042
330,0.552151083946228
331,0.3787902891635895
332,0.6573038697242737
333,0.3687378466129303
334,0.34690192341804504
335,0.3929118514060974
336,0.30716779828071594
337,0.7013174891471863
338,0.4322311282157898
